IDParameter,IDMacroKind,IDParameterClass,IDUnit,Name,Position,DefaultValue,SourceReference,InOut,Optional,State,MinValue,MaxValue,IDGlobal
1032,96,19,0,RefPin,8,,SELECT tabPin.IDPin FROM tabSignal INNER JOIN tabPin ON tabSignal.IDSignal = tabPin.IDSignal WHERE (((tabPin.Test) LIKE 'F*') AND ((tabSignal.IDSignalKind)=1)),0,0,0,-99999999999.0,99999999999.0,0
1033,96,7,0,OutPin,9,,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,0,0,-99999999999.0,99999999999.0,0
1034,96,2,32,MeasureType,12,-1,,0,1,0,-99999999999.0,99999999999.0,278
1035,96,2,31,TestResult,11,-1,,0,1,0,-1.0,99999999999.0,280
1036,96,2,9,Recycle,13,-1,,0,1,0,-1.0,1000000.0,277
1037,96,2,4,TriggerLevel,14,1.7,,0,1,0,-100.0,100.0,0
1038,96,2,4,PwrVoltage,15,3.3,,0,1,0,-1.0,100.0,0
1039,96,2,6,PwrCurrent,16,0.5,,0,1,0,-1.0,0.5,0
1040,96,2,5,GateTime,17,0.01,,0,1,0,-1.0,1.0,0
1041,60,2,3,Value,1,0,,0,1,0,-1.0,10000000.0,0
1042,60,16,1,CapPar,9,0,SELECT tabComponent.CParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,1.0,0
1043,97,2,4,Value,3,-1000,,0,1,0,-1000.0,1000.0,0
1046,97,5,9,TolPos,4,10,SELECT tabComponent.TolerancePos FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1047,97,6,9,TolNeg,5,10,SELECT tabComponent.ToleranceNeg FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1048,97,7,0,InPositive,6,,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,0,0,-99999999999.0,99999999999.0,0
1049,97,8,0,InNegative,7,,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,0,0,-99999999999.0,99999999999.0,0
1050,97,19,0,GndPin,8,0,SELECT tabPin.IDPin FROM tabSignal INNER JOIN tabPin ON tabSignal.IDSignal = tabPin.IDSignal WHERE (((tabPin.Test) LIKE 'F*') AND ((tabSignal.IDSignalKind)=1)),0,1,0,-99999999999.0,99999999999.0,0
1051,97,32,0,OutPin,9,,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (3))),0,0,0,-99999999999.0,99999999999.0,0
1052,97,2,14,MeasureMode,10,0,,0,1,0,-99999999999.0,99999999999.0,0
1054,97,2,31,TestResult,11,-1,,0,1,0,-99999999999.0,99999999999.0,280
1055,97,2,32,MeasureType,12,-1,,0,1,0,-99999999999.0,99999999999.0,278
1056,97,2,9,Recycle,13,-1,,0,1,0,-1.0,1000000.0,277
1057,97,2,7,Frequency,14,50,,0,1,0,-1.0,100000.0,0
1058,97,2,6,InCurrent,15,0.01,,0,1,0,-1.0,0.5,0
1059,97,2,4,InVolt,16,0.3,,0,1,0,-1.0,100.0,0
1060,97,2,9,Quality,18,10,,0,1,0,-1.0,100.0,0
1061,97,2,9,SettlingWave,19,30,,0,1,0,-1.0,100.0,0
1062,80,9,0,Name,0,Log2In1Out,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1063,97,9,0,Name,0,OpaFollow,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1064,84,9,0,Name,0,Opto,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1065,96,9,0,Name,0,CRYSTAL,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1066,85,9,0,Name,0,SCR,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1067,88,9,0,Name,0,SCR,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1068,87,9,0,Name,0,SCR,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1069,89,9,0,Name,0,SCR,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1070,63,9,0,Name,0,Transformer,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1071,86,9,0,Name,0,Triac,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1072,91,9,0,Name,0,Triac,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1073,90,9,0,Name,0,Triac,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1074,92,9,0,Name,0,Triac,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1075,93,9,0,Name,0,REGULATOR,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1091,99,9,0,Name,0,Power,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1092,99,2,5,FinalDelay,3,0,,0,1,0,0.0,99999999999.0,0
1093,68,2,3,ResParRefPin,15,0,,0,1,0,0.0,100000000.0,0
1094,68,2,3,ResParTestPin,16,0,,0,1,0,0.0,100000000.0,0
1095,68,2,1,CapParRefPin,17,0,,0,1,0,0.0,1.0,0
1096,68,2,1,CapParTestPin,18,0,,0,1,0,0.0,1.0,0
1097,68,2,15,Split,19,0,,0,1,0,-99999999999.0,99999999999.0,0
1098,100,9,0,Name,0,Comparator,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1099,100,2,4,ValueHigh,3,-1000,,0,1,0,-1000.0,1000.0,0
1100,100,2,4,ValueLow,4,-1000,,0,1,0,-1000.0,1000.0,0
1104,100,7,0,InPositive,5,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,0,0,-99999999999.0,99999999999.0,0
1105,100,8,0,InNegative,6,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,0,0,-99999999999.0,99999999999.0,0
1106,100,19,0,GndPin,7,0,SELECT tabPin.IDPin FROM tabSignal INNER JOIN tabPin ON tabSignal.IDSignal = tabPin.IDSignal WHERE (((tabPin.Test) LIKE 'F*') AND ((tabSignal.IDSignalKind)=1)),0,0,0,-99999999999.0,99999999999.0,0
1107,100,32,0,OutPin,8,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (3))),0,0,0,-99999999999.0,99999999999.0,0
1109,100,2,4,OffsetV,16,0,,0,1,0,-1000.0,1000.0,0
1110,100,2,31,TestResult,9,-1,,0,1,0,-99999999999.0,99999999999.0,280
1111,100,2,32,MeasureType,10,-1,,0,1,0,-99999999999.0,99999999999.0,278
1112,100,2,9,Recycle,11,-1,,0,1,0,-1.0,1000000.0,277
1113,100,2,7,Frequency,12,50,,0,1,0,-1.0,100000.0,0
1114,100,2,6,InCurrent,13,0.01,,0,1,0,-1.0,0.5,0
1115,100,2,4,DeltaVPlus,14,0.05,,0,1,0,-10.0,10.0,0
1116,100,2,9,Quality,17,-1,,0,1,0,-1.0,100.0,276
1117,100,2,4,DeltaVMinus,15,0.05,,0,1,0,-10.0,10.0,0
1118,101,9,0,Name,0,OpaGain,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
1119,101,2,4,Value,3,-1000,,0,1,0,-1000.0,1000.0,0
1121,101,4,9,Gain,4,-1,SELECT tabComponent.Value1 FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,-1.0,10000.0,0
1122,101,5,9,TolPos,5,10,SELECT tabComponent.TolerancePos FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1123,101,6,9,TolNeg,6,10,SELECT tabComponent.ToleranceNeg FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1124,101,7,0,InPositive,7,,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,0,0,-99999999999.0,99999999999.0,0
1126,101,19,0,GndPin,8,0,SELECT tabPin.IDPin FROM tabSignal INNER JOIN tabPin ON tabSignal.IDSignal = tabPin.IDSignal WHERE (((tabPin.Test) LIKE 'F*') AND ((tabSignal.IDSignalKind)=1)),0,1,0,-99999999999.0,99999999999.0,0
1127,101,32,0,OutPin,9,,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (3))),0,0,0,-99999999999.0,99999999999.0,0
1128,101,2,14,MeasureMode,10,0,,0,1,0,-99999999999.0,99999999999.0,0
1129,101,2,9,Quality,18,10,,0,1,0,-1.0,100.0,0
1130,101,2,31,TestResult,11,-1,,0,1,0,-99999999999.0,99999999999.0,0
1131,101,2,32,MeasureType,12,-1,,0,1,0,-99999999999.0,99999999999.0,278
1132,101,2,9,Recycle,13,-1,,0,1,0,-1.0,1000000.0,277
1133,101,2,7,Frequency,14,50,,0,1,0,-1.0,100000.0,0
1134,101,2,6,InCurrent,15,0.01,,0,1,0,-1.0,0.5,0
1135,101,2,4,InVolt,16,0.3,,0,1,0,-10.0,10.0,0
1136,101,2,9,SettlingWave,19,30,,0,1,0,-1.0,100.0,0
1138,97,2,4,OffsetV,17,0,,0,1,0,-1000.0,1000.0,0
1140,100,2,9,SettlingWave,18,-1,,0,1,0,-1.0,100.0,275
1142,100,2,4,V_Drop,19,2,,0,1,0,-1000.0,1000.0,0
1143,100,2,4,ValueVcc,20,5,,0,1,0,-1000.0,1000.0,0
1144,100,2,4,ValueVdd,21,0,,0,1,0,-1000.0,1000.0,0
1145,100,2,25,ViewMeas,22,0,,0,1,0,-99999999999.0,99999999999.0,0
1146,101,2,4,OffsetV,17,0,,0,1,0,-1000.0,1000.0,0
1147,102,4,4,Value,0,-1,SELECT tabComponent.Value1 FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,303
1148,102,5,9,TolPos,1,20,SELECT tabComponent.TolerancePos FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1149,102,6,9,TolNeg,2,20,SELECT tabComponent.ToleranceNeg FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1150,102,8,0,Anode,3,,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,0,0,-99999999999.0,99999999999.0,0
1151,102,32,0,Catode,4,,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (3))),0,0,0,-99999999999.0,99999999999.0,0
1152,102,22,0,SenseAnode,5,,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1153,102,23,0,SenseCatode,6,,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1154,102,12,0,GuardAnode,7,,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,1,0,-99999999999.0,99999999999.0,0
1155,102,13,0,GuardCatode,8,,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,1,0,-99999999999.0,99999999999.0,0
1156,102,37,0,SenseGuardAnode,9,,,0,1,0,-99999999999.0,99999999999.0,0
1157,102,38,0,SenseGuardCatode,10,,,0,1,0,-99999999999.0,99999999999.0,0
1158,102,2,34,Wire,11,-1,,0,1,0,-99999999999.0,99999999999.0,0
1159,102,2,9,Quality,12,-1,,0,1,0,-1.0,100.0,331
1160,102,2,35,JunctionMode,13,0,,0,1,0,-99999999999.0,99999999999.0,0
1161,102,2,31,TestResult,14,-1,,0,1,0,-99999999999.0,99999999999.0,318
1162,102,2,32,MeasureType,15,-1,,0,1,0,-99999999999.0,99999999999.0,332
1163,102,2,9,Recycle,16,-1,,0,1,0,-1.0,1000000.0,323
1164,102,2,5,Time,17,-1,,0,1,0,-1.0,1.0,341
1165,102,2,6,Current,18,-1,,0,1,0,-1.0,0.5,327
1166,102,15,3,ResPar,19,0,SELECT tabComponent.RParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,100000000.0,0
1167,102,16,1,CapPar,20,0,SELECT tabComponent.CParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,1.0,0
1168,102,24,3,ResGuardPin1,21,0,,0,1,0,0.0,100000000.0,0
1169,102,25,1,CapGuardPin1,22,0,,0,1,0,0.0,1.0,0
1170,102,26,3,ResGuardPin2,23,0,,0,1,0,0.0,100000000.0,0
1171,102,27,1,CapGuardPin2,24,0,,0,1,0,0.0,1.0,0
1172,103,2,4,Value,0,-1,,0,1,0,-1.0,100.0,383
1173,103,5,9,TolPos,1,20,SELECT tabComponent.TolerancePos FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1174,103,6,9,TolNeg,2,20,SELECT tabComponent.ToleranceNeg FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1175,103,8,0,Anode,3,,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,0,0,-99999999999.0,99999999999.0,0
1176,103,32,0,Catode,4,,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (3))),0,0,0,-99999999999.0,99999999999.0,0
1177,103,22,0,SenseAnode,5,,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1178,103,23,0,SenseCatode,6,,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1179,103,12,0,GuardAnode,7,,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,1,0,-99999999999.0,99999999999.0,0
1180,103,13,0,GuardCatode,8,,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,1,0,-99999999999.0,99999999999.0,0
1181,103,37,0,SenseGuardAnode,9,,,0,1,0,-99999999999.0,99999999999.0,0
1182,103,38,0,SenseGuardCatode,10,,,0,1,0,-99999999999.0,99999999999.0,0
1183,103,2,34,Wire,11,-1,,0,1,0,-99999999999.0,99999999999.0,0
1184,103,2,9,Quality,12,-1,,0,1,0,-1.0,100.0,331
1185,103,2,35,JunctionMode,13,1,,0,1,0,-99999999999.0,99999999999.0,0
1186,103,2,31,TestResult,14,-1,,0,1,0,-99999999999.0,99999999999.0,318
1187,103,2,32,MeasureType,15,-1,,0,1,0,-99999999999.0,99999999999.0,332
1188,103,2,9,Recycle,16,-1,,0,1,0,-1.0,1000000.0,323
2321,173,2,4,Vo_L,17,-1000,,0,1,0,-1000.0,1000.0,0
2322,173,2,31,TestResult,18,-1,,0,1,0,-99999999999.0,99999999999.0,404
2323,173,2,32,MeasureType,19,-1,,0,1,0,-99999999999.0,99999999999.0,405
2324,173,2,9,Recycle,20,-1,,0,1,0,-1.0,1000000.0,406
2325,173,2,5,Time,21,-1,,0,1,0,-1.0,1.0,407
2326,173,2,6,Current,22,-1,,0,1,0,-1.0,0.5,409
2327,173,1,0,Check_A,23,-1,,0,1,0,0.0,99999999999.0,0
2328,173,1,0,Check_B,24,-1,,0,1,0,0.0,99999999999.0,0
2329,173,1,0,Check_C,25,-1,,0,1,0,0.0,99999999999.0,0
2330,173,1,0,Check_D,26,-1,,0,1,0,0.0,99999999999.0,0
2331,173,2,71,AnalogView,27,4,,0,1,0,-1.0,4.0,0
2332,173,3,0,PinVcc,28,0,,0,1,0,0.0,0.0,0
2333,173,19,0,PinGnd,29,0,SELECT tabPin.IDPin FROM tabSignal INNER JOIN tabPin ON tabSignal.IDSignal = tabPin.IDSignal WHERE (((tabPin.Test) LIKE 'F*') AND ((tabSignal.IDSignalKind)=1)),0,1,0,0.0,0.0,0
2334,173,3,0,MeasPin,30,0,,0,1,0,0.0,0.0,0
2335,173,2,4,MeasValue,31,5,,0,1,0,-100.0,100.0,0
2336,100,2,4,PwVolt,24,0,,0,1,0,-100.0,100.0,0
2337,100,3,0,PinVcc,25,,,0,1,0,0.0,0.0,0
2338,100,3,0,MeasPinN,26,,,0,1,0,0.0,0.0,0
2339,100,3,0,MeasPinP,27,,,0,1,0,0.0,0.0,0
2340,100,2,4,MeasValue,28,5,,0,1,0,-100.0,100.0,0
2341,80,3,0,PinVcc,28,,,0,1,0,0.0,0.0,0
2342,80,19,0,PinGnd,29,,SELECT tabPin.IDPin FROM tabSignal INNER JOIN tabPin ON tabSignal.IDSignal = tabPin.IDSignal WHERE (((tabPin.Test) LIKE 'F*') AND ((tabSignal.IDSignalKind)=1)),0,1,0,0.0,0.0,0
2343,80,3,0,MeasPin,30,,,0,1,0,0.0,0.0,0
2344,80,2,4,MeasValue,31,5,,0,1,0,-100.0,100.0,0
2345,174,9,0,Name,0,REGULATOR,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
2346,174,40,0,ClusterName,1,LC_CONF,,0,1,0,-99999999999.0,99999999999.0,0
2347,174,41,49,ModuleType,2,1,,0,1,0,-99999999999.0,99999999999.0,0
2348,174,2,15,Module_1,3,0,,0,0,0,0.0,0.0,0
2349,174,2,9,Hw1_COMPort,4,3,,0,1,0,0.0,20.0,0
2350,174,1,0,Hw1_ID,5,,,0,1,0,-1.0,1.0,0
2351,174,2,9,Hw1_Ch,6,20,,0,1,0,3.0,20.0,0
2352,174,2,15,Module_2,7,0,,0,0,0,0.0,0.0,0
2353,174,2,9,Hw2_COMPort,8,4,,0,1,0,0.0,20.0,0
2354,174,1,0,Hw2_ID,9,,,0,1,0,-99999999999.0,99999999999.0,0
2355,174,2,9,Hw2_Ch,10,20,,0,1,0,2.0,20.0,0
2356,174,2,15,Module_3,11,0,,0,0,0,0.0,0.0,0
2357,174,2,9,Hw3_COMPort,12,0,,0,1,0,0.0,20.0,0
2358,174,1,0,Hw3_ID,13,,,0,1,0,-1.0,1000000.0,0
2359,174,2,9,Hw3_Ch,14,10,,0,1,0,2.0,20.0,0
2360,174,2,15,Module_4,15,0,,0,0,0,0.0,0.0,0
2361,174,2,9,Hw4_COMPort,16,0,,0,1,0,0.0,20.0,0
2362,174,1,0,Hw4_ID,17,,,0,1,0,0.0,0.0,0
2363,174,2,9,Hw4_Ch,18,10,,0,1,0,2.0,20.0,0
2364,174,2,15,Module_5,19,0,,0,0,0,0.0,0.0,0
2365,174,2,9,Hw5_COMPort,20,0,,0,1,0,0.0,20.0,0
2366,174,1,0,Hw5_ID,21,,,0,1,0,0.0,0.0,0
2367,174,2,0,Hw5_Ch,22,10,,0,1,0,2.0,20.0,0
2368,174,2,15,Module_6,23,0,,0,0,0,0.0,0.0,0
2369,174,2,9,Hw6_COMPort,24,0,,0,1,0,0.0,20.0,0
2370,174,1,0,Hw6_ID,25,,,0,1,0,0.0,0.0,0
2371,174,2,0,Hw6_Ch,26,10,,0,1,0,2.0,20.0,0
2396,176,9,0,Name,0,REGULATOR,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
2397,176,40,0,ClusterName,1,LC_READ,,0,1,0,-99999999999.0,99999999999.0,0
2398,176,41,49,ModuleType,2,1,,0,1,0,-99999999999.0,99999999999.0,0
2399,176,2,15,Module_1,3,0,,0,1,0,0.0,20.0,0
2400,176,2,75,Capture1,4,0,,0,1,0,-1.0,1.0,0
2401,176,2,77,Range1,5,1,,0,1,0,1.0,6.0,0
2402,176,2,9,Factor_PWM1,6,1,,0,1,0,0.0,15.0,0
2403,176,2,15,Module_2,7,0,,0,1,0,2.0,20.0,0
2404,176,2,75,Capture2,8,0,,0,1,0,0.0,20.0,0
2405,176,2,77,Range2,9,1,,0,1,0,1.0,6.0,0
2406,176,2,9,Factor_PWM2,10,1,,0,1,0,0.0,15.0,0
2407,176,2,15,Module_3,11,0,,0,1,0,-99999999999.0,99999999999.0,0
2408,176,2,75,Capture3,12,0,,0,1,0,2.0,20.0,0
2409,176,2,77,Range3,13,1,,0,1,0,1.0,6.0,0
2410,176,2,9,Factor_PWM3,14,1,,0,1,0,0.0,15.0,0
2411,176,2,15,Module_4,15,0,,0,1,0,-1.0,1000000.0,0
2412,176,2,75,Capture4,16,0,,0,1,0,-99999999999.0,99999999999.0,0
2413,176,2,77,Range4,17,1,,0,1,0,1.0,6.0,0
2414,176,2,9,Factor_PWM4,18,1,,0,1,0,0.0,15.0,0
2415,176,2,15,Module_5,19,0,,0,1,0,0.0,20.0,0
2416,176,2,75,Capture5,20,0,,0,1,0,0.0,0.0,0
2417,176,2,77,Range5,21,1,,0,1,0,1.0,6.0,0
2418,176,2,9,Factor_PWM5,22,1,,0,1,0,0.0,15.0,0
2419,176,2,15,Module_6,23,0,,0,1,0,2.0,20.0,0
2420,176,2,15,Capture6,24,0,,0,1,0,0.0,20.0,0
2421,176,2,75,Range6,25,1,,0,1,0,1.0,6.0,0
2422,176,2,9,Factor_PWM6,26,1,,0,1,0,0.0,15.0,0
2423,177,9,0,Name,0,REGULATOR,SELECT tabComponent.Name FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,-99999999999.0,99999999999.0,0
2424,177,40,0,ClusterName,1,LC_USER,,0,1,0,-99999999999.0,99999999999.0,0
2425,177,41,49,ModuleType,2,1,,0,1,0,-99999999999.0,99999999999.0,0
2426,177,2,15,UserGain,3,0,,0,0,0,0.0,0.0,0
2427,177,2,15,UserSoftware,4,0,,0,1,0,0.0,20.0,0
2429,177,2,15,USERXYOffsets,5,0,,0,0,0,0.0,0.0,0
2431,178,2,4,ValueOFF,0,-1,,0,1,0,-1.0,100.0,0
2432,178,2,4,ValueON,1,-1,,0,1,0,-1.0,100.0,0
2433,178,7,0,Emitter,2,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,0,0,-99999999999.0,99999999999.0,0
2434,178,8,0,Base,3,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,0,0,-99999999999.0,99999999999.0,0
2435,178,32,0,Collector,4,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (3))),0,0,0,-99999999999.0,99999999999.0,0
2436,178,12,0,GuardBase,5,0,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,1,0,-99999999999.0,99999999999.0,0
2437,178,13,0,GuardCollector,6,0,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,1,0,-99999999999.0,99999999999.0,0
2438,178,2,41,Wire,7,-1,,0,1,0,-99999999999.0,99999999999.0,0
2439,178,2,9,Quality,8,-1,,0,1,0,-1.0,100.0,356
2440,178,2,43,TestMode,9,-1,,0,1,0,-1.0,5.0,353
2441,178,2,31,TestResult,10,-1,,0,1,0,-99999999999.0,99999999999.0,319
